aname
Tempe Piggott
Des Roberts
John Rogers
C. Montague Shaw
Pat Somerset
David Torrence
Douglas Walton
Bebe Daniels
George Brent
Ruby Keeler
Dick Powell
Guy Kibbee
Una Merkel
Ginger Rogers
Harry Akst
Harry Warren
Al Dubin
Ned Sparks
Eddie Nugent
Allen Jenkins
Clarence Nordstrom
Albert Akst
Toby Wing
Pat Wing
Busby Berkeley
Wallis Clark
Jack LaRue
Alexis Dubin
Louise Beavers
Dave OBrien
Patricia Ellis
Charles Lane
Harry Seymour
Gertrude Keeler
Helen Keeler
Joan Barclay
Ann Hovey
Renee Whitney
Barbara Rogers
June Glory
Jayne Shadduck
Milton Kibbee
Adele Lacey
Loretta Andrews
Anne Hovey
Margaret La Marr
Mary Jane Halsey
Ruth Eddings
Edna Callaghan
Patricia Farnum
Maxine Cantway
Lynn Browning
Donna Mae Roberts
Lorena Layson
Alice Jans
Eve Marcy
Dorothy White
Evelyn Joice
Agnes Ray
Grace Tobin
Kermit Maynard
Lyle Talbot
Helen Hayes
Adolphe Menjou
Mary Philips
Blanche Frederici
George Humbert
Fred Malatesta
Tom Ricketts
Robert Cauterio
Gilbert Emery
Peggy Cunningham
Agostino Borgato
Paul Porcasi
Alice Adair
Inez Palange
Doris Lloyd
Herman Bing
Katharine Hepburn
Joan Bennett
Frances Dee
Jean Parker
Spring Byington
Paul Lukas
Henry Stephenson
Douglass Montgomery
John Davis Lodge
Samuel S. Hinds
John Lodge
Mabel Colcord
Marion Ballou
Nydia Westman
June Filmer
Harry Beresford
Marina Schubert
Dorothy Gray
Olin Howland
Charles Laughton
Merle Oberon
Binnie Barnes
Elsa Lanchester
Robert Donat
Miles Mander
Claude Allister
John Loder
Claud Allister
Lawrence Hanray
Wendy Barrie
Lady Tree
Everley Gregg
William Austin
John Turnbull
Frederick Culley
Gibb McLaughlin
Sam Livesey
Franklin Dyall
Judy Kelly
William Heughan
Mae West
Cary Grant
Gilbert Roland
Noah Beery Sr.
Owen Moore
David Landau
Dewey Robinson
Rochelle Hudson
Tammany Young
Fuzzy Knight
Grace La Rue
Robert E. Homans
Wade Boteler
Aggie Herring
James Eagles
Tom McGuire
Al Hill
Arthur Housman
Mary Gordon
Michael Mark
Mike Donlin
Harry Wallace
Lee Kohlmar
Frank Moran
Heinie Conklin
Jack Carr
Ernie S. Adams
Claudette Colbert
Clark Gable
Walter Connolly
Jason Thomas
Jameson Thomas
Ward Bond
Henry Wadsworth
Alan Hale
Arthur Hoyt
Charles D. Brown
Hal Price
Eddy Chandler
Douglas Carter Beane
Ky Robinson
J. Frank Holliday
James Burke
Joseph Crehan
Matty Roubert
Sherry Hall
Mickey Daniels
Charles C. Wilson
George Breakston
Earl Pingree
Harry Hume
Oliver Eckhardt
Bess Flowers
Fred Walton
Ethel Sykes
Edmund Burns
Rev. Neal Dodd
Eva Dennison
Harry Holman
Maidel Turner
Irving Bacon
Frank Yaconelli
Harry C. Bradley
Harry Todd
Bert Starkey
Rita Ross
Billy Engle
Dave Wengren
Kit Guard
Norma Shearer
Fredric March
Ian Wolfe
Maureen OSullivan
Katherine Alexander
Marion Clayton
Ralph Forbes
Vernon P. Downing
Neville Clarke
Neville Clark
Matt Smith
Matthew Smith
Robert Carleton
Alan Conrad
Peter Hobbes
Ferdinand Munier
Leo G Carroll
Margaret Seddon
George Kirby
Lowden Adams
Robert Bolder
Leo Carrillo
Fred Astaire
Alice Brady
Edward Everett Horton
Erik Rhodes
Eric Blore
Lillian Miles
Charles Coleman
E.E. Clive
George Davis
Alphonse Martell
Charles H. Bisharat
Charles D. Hall
Art Jarrett
Fredi Washington
Warren William
Juanita Quigley
Marilyn Knowlden
Sebie Hendricks
Dorothy Black
Clarence Wilson
Henry Kolker
Wyndham Standing
Alice Ardell
William B. Davidson
G.P. Huntley Jr.
Noel Francis
Baby Jane Holzer
Walter Walker
G.P. Huntley
Franklin Pangborn
Tyler Brooke
Alma Tell
Hazel Washington
Lenita Lane
Barry Norton
Joyce Compton
Reverend Gregg
Curry Lee
Mme. Sul Te Wan
Madame Sul-Te-Wan
Stuart Johnston
Fred Snowflake Toones
Hattie McDaniel
William Powell
Myrna Loy
Nat Pendleton
Minna Gombell
Porter Hall
William Henry
Harold Huber
Cesar Romero
Natalie Moorhead
Creighton Hale
Phil Tead
Nick Copeland
Dink Templeton
Ruth Channing
Edward Ellis
Gertrude Short
Clay Clement
Cyril Thornton
Raymond Brown
Douglas Fowley
Polly Bailey
Thomas E. Jackson
Dixie Laughton
Arthur Belasco
Edward Hearn
Garry Owen
Leo White
Walter Long
Kenneth Gibson
Tui Lorraine Bow
Bert Roach
Huey White
Ben Taggart
Charles Williams
John Larkin
Harry Tenbrook
Pat Flaherty
Franchot Tone
Eddie Quillan
Dudley Digges
Donald Crisp
Francis Lister
Movita
Mamo Clark
Ivan Simpson
Dick Winslow
Byron Russell
Percy Waram
John Harrington
Robert Livingston
Alec Craig
Eric Wilton
Nadine Beresford
James Cagney
David Niven
Charles Nauu
Sam Wallace Driscoll
Hal Le Sueur
William Bambridge
David Thursby
Crauford Kent
Charles Irwin
John Powers
King Mojave
William Stack
Harold Entwistle
Harry Cording
Fred MacMurray
Fred Stone
Evelyn Venable
Frank Albertson
Ann Shoemaker
Charley Grapewin
Grady Sutton
Jonathan Hale
Janet McLeod
Virginia Howell
Zeffie Tilbury
Ella McKenzie
Errol Flynn
Olivia de Havilland
Basil Rathbone
Lionel Atwill
George Hassell
Robert H. Barrat
Donald Meek
J. Carroll Naish
Jessie Ralph
Ross Alexander
Forrester Harvey
Frank McGlynn Sr.
Hobart Cavanaugh
Pedro de Cordoba
Leonard Mudie
Stuart Casey
Halliwell Hobbes
Colin Kenny
Holmes Herbert
Reginald Barlow
Denis DAuburn
Vernon Steele
James Gardner
Georges Renavent
Maude Leslie
Yola dAvril
Renee Terres
Henry Otho
Lucille Porcett
Tina Minard
Andre Cheron
Frank Puglia
Victor McLaglen
Preston S. Foster
J.M. Kerrigan
Wallace Ford
Heather Angel
Margot Grahame
Joe Sawyer
Neil Fitzgerald
DArcy Corrigan
Leo McCabe
Gaylord Steve Pendleton
Francis Ford
May Boley
Grizelda Harvey
Denis ODea
Jack Mulhall
Robert Parrish
Clyde Cook
Barlowe Borland
Joseph Sauer
Griselda Harvey
Arthur McLaglen
Ian Hunter
Jean Muir
Anita Louise
Hugh Herbert
Mickey Rooney
Frank McHugh
Victor Jory
Grant Mitchell
Veree Teasdale
Nina Theilade
Verree Teasdale
Otis Harlan
Arthur Treacher
Katherine Frey
Helen Westcott
Fred Sale
Nini Theilade
Billy Barty
Kenneth Anger
Helen Broderick
Eric Rhodes
Edward Mudie
Lucille Ball
Edgar Norton
Gino Corrado
Frank Mills
Ben Holmes
Nick Thompson
Tom Costello
John Impolito
Genaro Spagnoli
Rita Rozelle
Phyllis Coghlan
Charles Hall
Luise Rainer
Frank Morgan
Reginald Owen
Virginia Bruce
Ernest Cossart
Robert Greig
Joseph Cawthorn
Raymond Walburn
Fanny Brice
Jean Chatburn
Ann Pennington
Ray Bolger
Harriet Hoctor
Charles Trowbridge
Gilda Gray
Andrew A. Trimble
Joan Holland
A.A. Trimble
Buddy Doyle
Charles Judels
Leon Errol
Marcelle Corday
Esther Muir
Paul Irving
William Demarest
Alfred P. James
Miss Morocco
Suzanne Kaaren
Sarah Edwards
James P. Burtis
Grace Hayle
Larry Wheat
Selmer Jackson
William M. Griffith
Alice Keating
Rosina Lawrence
Jack Baxley
Mary Howard
Selmar Jackson
Bert Hanlon
Evelyn Dockson
Franklyn Ardell
David Burns
Susan Fleming
Adrienne DAmbricourt
Charles Fallon
Boothe Howard
Lawrence Wheat
Ruth Gillette
Stanley Morner
John Hyams
Billie Burke
Pat Nixon
Mary Lange
Dennis Morgan
Walter Huston
Ruth Chatterton
Mary Astor
Gregory Gaye
Maria Ouspenskaya
Odette Myrtil
Kathryn Marlowe
John Payne
Harlan Briggs
Beatrice Maude
Charles Halton
Jack George
Dale Van Sickel
John Barclay
Wilson Benge
Spencer Tracy
Jean Harlow
Cora Witherspoon
Bunny Beatty
Otto Yamaoka
Spencer Charters
George Chandler
Greta Meyer
William Billy Benedict
Hal K. Dawson
Fred Graham
William Newell
Duke York
Pat West
Edwin Stanley
Wally Maher
Pinky Parker
Harry Lash
Tom Mahoney
Libby Taylor
Eric Lonsdale
Olaf Hytten
Eddie Shubert
Thomas Pogue
Myra Marsh
Howard Hickman
James T. Mack
Barnett Parker
Robin Adair
Charles Croker King
Norman Ainsley
Jay Eaton
Ralph Brooks
Jean Arthur
George Bancroft
Ruth Donnelly
Lionel Stander
Douglass Dumbrille
Margaret Matzenauer
H.B. Warner
Warren Hymer
Muriel Evans
Emma Dunn
Wyrley Birch
Wryley Birch
Stanley Andrews
Pierre Watkin
John Wray
Christian Rub
Mayo Methot
Margaret McWade
Russell Hicks
Gustav von Seyffertitz
Edward J. Le Saint
George Cooper
Gene Morgan
Walter Catlett
Edward Gargan
Paul Hurst
George Gabby Hayes
Mary Lou Dix
George Meeker
Harry Holden
Patricia Monroe
Edward Keane
Lillian Ross
Peggy Page
Janet Eastman
James Millican
Jack Mower
Ann Doran
Cecil Cunningham
John Picorri
Beatrice Curtis
Beatrice Blinn
Pauline Wagner
Frank Hammond
Lee Shumway
Charles Sullivan
Florence Wix
Hal Budlong
Ethel Palmer
Vesey ODavoren
Leslie Howard
C. Aubrey Smith
Andy Devine
Violet Kemble Cooper
Reginald Denny
Maurice Murphy
Conway Tearle
Virginia Hammond
Robert Warwick
Carlyle Blackwell
Anthony Kemble-Cooper
Anthony Marsh
Howard Wilson
Carlyle Blackwell Jr.
John Bryan
Katherine DeMille
Dean Richmond Bentor
Lita Chevret
Jeanne Hart
Dorothy Granger
Charles Bancroft
Lon McCallister
José Rubio
Jeanette MacDonald
Jack Holt
Ted Healy
Margaret Irving
Al Shean
Kenneth Harlan
William Ricciardi
Roger Imhof
Frank Mayo
Russell Simpson
Edgar Kennedy
Shirley Ross
Tandy MacKenzie
Tudor Williams
Spec ODonnell
Mae Digges
Nyas Berry
John Kelly
Jim Farley
Pat OMalley
Otho Wright
Gertrude Astor
Tom Dugan
Vince Barnett
Belle Mitchell
Fred M. Fagan
W.J. OBrien
James Brewster Thompson
Samuel Glasser
John Pearson
Jason Robards Sr.
James Macklin
Wilbur Mack
Harry Myers
G. Pat Collins
Harry Strang
Vernon Dent
Orrin Burke
John Skins Miller
Helen Shipman
George Guhl
Edward Earle
Maude Allen
Carl Stockdale
Anthony Jowitt
Jane Barnes
Richard Carle
Oscar Apfel
Frank Sheridan
Ralph Lewis
Chester Gan
Jack Kennedy
Bill OBrien
Cy Kendall
Don Rowan
Beatrice Roberts
Bruce Mitchell
Sidney Bracey
Tommy Bupp
Sam Ash
Bud Geary
George Magrill
King Baggot
Rhea Mitchell
Flora Finch
Fritzi Brunette
Helene Chadwick
Naomi Childers
Rosemary Theby
Jean Acker
Donald Hall
Ronald Colman
Elizabeth Allan
Ronald L. Coleman
Donald Woods
Fritz Leiber
Blanche Yurka
Mitchell Lewis
Claude Gillingwater
Isabel Jewell
Lucille La Verne
Fay Chaldecott
Eily Malyon
Donald Haines
Ralf Harolde
Boyd Irwin
Sam Flint
Richard Alexander
Cyril McLaglen
Walter Kingsford
Dale Fuller
Chappell Dossett
Jimmy Aubrey
Solange Dantas dos Santos
Billy House
Deanna Durbin
Ray Milland
Nan Grey
Charles Winninger
Mischa Auer
Barbara Read
John Dusty King
Lucile Watson
Nella Walker
Gladden James
John Hamilton
Lane Chandler
Albert Conti
Paul Muni
Joseph Schildkraut
Gale Sondergaard
Gloria Holden
Erin OBrien-Moore
John Litel
Henry ONeill
Morris Carnovsky
Louis Calhern
Ralph Morgan
Vladimir Sokoloff
Harry Davenport
Charles Richman
Dickie Moore
Rolla Gourvitch
Paul Everton
Montagu Love
Lumsden Hare
Florence Roberts
Moroni Olsen
Egon Brecher
Frank Reicher
Walter O. Stahl
Iphigenie Castiglioni
Arthur Ayleswofth
Alexander Leftwich
Robert Cummings Sr.
Harry Worth
William Von Brincken
Ralph Bellamy
Alex DArcy
Molly Lamont
Esther Dale
Robert (Tex) Allen
Zita Moulton
Marguerite Churchill
Colton Scott
Wyn Cahoon
Paul Stanton
Mitchell Harris
Alan Bridge
Edgar Dearing
Leonard Carey
Miki Morita
Frank C. Wilson
Al Bridge
Bobby Watson
Byron Foulger
Kathryn Curry
Frank Wilson
John Tyrrell
Edmund Mortimer
George C. Pearce
Freddie Bartholomew
Melvyn Douglas
John Carradine
Oscar OShea
Donald Briggs
Betty Alden
Billy Burrud
Richard Powell
Jay Ward
Kenneth Wilson
Roger Gray
Wally Albright
Katherine Kenworthy
Philo McCullough
James Kilgannon
Bill Fisher
Mira McKinney
Dick Howard
Larry Fisher
Gil Perkins
Gene Reynolds
Jack Sterling
Harold Kreuger
Lee Van Atta
Goldie Sloan
Gertrude Sutton
Don Brodie
David Kerman
William Arnold
Frank Sully
Billy Gilbert
Lester Dorr
Jimmy Conlin
Lloyd Ingraham
Art Berry Sr.
Monte Vandergrift
Sylvia Sidney
Joel McCrea
Humphrey Bogart
Claire Trevor
Billy Halop
Marjorie Main
Huntz Hall
Charles Peck
Bobby Jordan
Leo Gorcey
Gabriel Dell
Bernard Punsly
Bernard Punsley
Minor Watson
Elisabeth Risdon
Dead End Kids
Elizabeth Risdon
Jerry Cooper
Kath Ann Lujan
Gertrude Valerie
Mickey Martin
Wesley Girard
Mona Monet
Don Red Barry
Earl Askam
Gilbert Clayton
Frank Shields
Lucille Browne
Bill Pagwell
Charlotte Treadway
Maude Lambert
Esther Howard
Sidney Kibrick
Larry Harris
Norman Salling
Tilly Losch
Soo Yong
Keye Luke
Roland Got
Ching Wah Lee
William Law
Mary Wong
Maly Wong
Suzanna Kim
Caroline Chew
Philip Ahn
Lotus Liu
Sammee Tong
Richard Loo
Peach Seller
Charles B. Middleton
Jane Wyatt
John Howard
Margo
Thomas Mitchell
Sam Jaffe
Hugh Buckler
John Miltern
John Burton
John T. Murray
Max Rabinowitz
Jeremy Irons Sr.
John Tettener
David Clyde
Val Duran
Noble Johnson
Milton A. Owen
George Chan
Chief John Big Tree
Willie Fung
Arthur Rankin
Henry Mowbray
Wedgewood Nowell
Ruth Robinson
Constance Collier
Gail Patrick
Eve Arden
Ann Miller
William Corson
Phyllis Kennedy
Margaret Early
Andrea Leeds
Elizabeth Dunne
Jack Carson
Fred Santley
Jane Rhodes
Jean Rouverol
Norma Drury
Peggy ODonnell
Harriet Brandon
Huntly Gordon
Adele Pearce
Huntley Gordon
Lynton Brent
Theodore von Eltz
Jack Rice
Whitey
Bob Perry
Larry Steers
Mary Bovard
Frances Gifford
Josephine Whittell
Ada Leonard
Mary Jane Shower
Diana Gibson
Lynda Grey
Alison Craig
Lynn Gabriel
Jack Gardner
Ben Hendricks Jr.
Linda Gray
Jack Gargan
Theodore Kosloff
Gerda Mora
Julie Kingdon
Byron Stevens
Philip Morris
Janet Gaynor
May Robson
Elizabeth Jenns
Clara Blandick
A.W. Sweatt
Peggy Wood
Adrian Rosley
Guinn Big Boy Williams
Ken Howell
Kenneth Howell
Ursula Kent
David Newell
Marshall Neilan
Leonard Walker
Gayne Whitman
Trixie Friganza
Carlton Elliott Griffin
Billy Dooley
Harry Hayden
Carole Landis
Lana Turner
Billy Coe
I. Stanford Jolley
Claude Rains
Eugene Pallette
Patric Knowles
Melville Cooper
Leonard Willey
Howard Hill
Robert Noble
Kenneth Hunter
Lester Matthews
James Baker
Charles McNaughton
Wilfred Lucas
Janet Shaw
Reginald Sheffield
Austin Fairman
Hal Brazeale
Alec Harford
Leyland Hodgson
Marten Lamont
Val Stanton
John Sutton
Tyrone Power
Alice Faye
Don Ameche
Ethel Merman
Jack Haley
Helen Westley
Wally Vernon
Ruth Terry
Chick Chandler
Eddie Collins
Robert Gleckler
Dixie Dunbar
Joe King
Jane Jones
Otto H. Fries
Mel Kalish
Don Douglas
James Flavin
Jack Pennick
Harold Goodwin
Ralph Dunn
Paul McVey
Charles Tannen
Robert Lowery
Eleanor Wesselhoeft
Cully Richards
Cecil Weston
Kay Griffith
A.S. Byron
Creighton Chaney
Lynne Barkley
Henry Hull
Leslie Fenton
Addison Richards
Edward Norris
Bobs Watson
Martin Spellman
Mickey Rentschler
Frankie Thomas
Jimmy Butler
Sidney Miller
Robert Emmett Keane
Victor Kilian
Barbara Bedford
Orville Caldwell
Roger Converse
Tommy Noonan
Jay Novello
Kane Richmond
William Worthington
Walter Young
John Walsh
Rosalind Russell
Ralph Richardson
Rex Harrison
Emlyn Williams
Mary Clare
Penelope Dudley-Ward
Francis L. Sullivan
Cecil Parker
Nora Swinburne
Edward Chapman
Athene Seyler
Felix Aylmer
Joyce Bland
Percy Parsons
Dilys Davies
Basil Gill
Joss Ambler
Bernard Miles
Kynaston Reeves
Josephine Wilson
Haidee Wright
Charles Quartermaine
Angela Baddeley
Eliot Makeham
Joan Kemp-Welch
Bombardier Billy Wells
Leslie Phillips
Jane Barrett
Bette Davis
Geraldine Fitzgerald
Ronald Reagan
Henry Travers
Dorothy Peterson
Virginia Brissac
Herbert Rawlinson
Fay Helm
Lotta Williams
Diane Bernard
Ila Rhodes
Stuart Holmes
John Harron
John Ridgely
Rosella Towne
Edgar Edwards
Lottie Williams
Jeffrey Sayre
Will Morgan
Nat Carr
Eddie Graham
Jack Goodrich
Maris Wrixon
Richard Bond
Wilda Bennett
Mary Currier
Marian Alden
Paulette Evans
Speirs Buskell
Greer Garson
John Mills
Terry Kilburn
Paul Henreid
Paul Von Hernried
Judith Furse
Lyn Harding
Milton Rosmer
Frederick Leister
Louise Hampton
Austin Trevor
David Tree
Edmund Breon
Jill Furse
Guy Middleton
Nigel Stock
Scott Sunderland
Ronald Ward
Patrick Ludlow
Simon Lack
Caven Watson
Cyril Raymond
John Longden
Charles Boyer
Astrid Allwyn
Maurice Moscovich
Lee Bowman
Scotty Beckett
Joan Leslie
Dell Henderson
Carol Hughes
Carolyn Hughes
Ferike Boros
Bill Lee Brown
Gerald Mohr
Harold Miller
James Stewart
Edward Arnold
Fredrick Burton
Harry Carey
Beulah Bondi
Buelah Bondi
Maurice Costello
Vera Lewis
Dick Elliott
H.V. Kaltenborn
Lloyd Whitlock
Johnny Russell
Ken Carpenter
Allan Cavan
Baby Dumpling
Harry A. Bailey
Fred Hoose
Walter Soderling
Frank Jaquet
Ferris Taylor
Edmund Cobb
Frederick Burton
Dora Clement
Erville Alderson
Laura Treadwell
Eddie Fetherstone
Douglas Evans
Frank Austin
Myonne Walsh
Margaret Mann
Billy Watson
Delmar Watson
Maurice Cass
John Russell
Harry Watson
Garry Watson
John Ince
Larry Simms
Clyde Dilson
Jack Cooper
Evalyn Knapp
Dub Taylor
Donald Kerr
Robert Walker
George McKay
Victor Travers
Matt McHugh
Hal Cooke
James M. McNamara
Helen Jerome Eddy
Jack Egan
Eddie Fetherston
Ed Randolph
Louis Jean Heydt
Craig Stevens
Ed Brewer
Anne Cornwall
Mabel Forrest
Dick Jones
Dulce Daye
Charles R. Moore
Adrian Booth
Wright Kramer
Dorothy Comingore
Arthur Loft
June Gittelson
Hank Mann
Dave Willock
Lafe [Lafayette] McKee
Count Stefanelli
Arthur Thalasso
Evelyn Knapp
Robert Middlemass
Alex Novinsky
Bela Lugosi
Alexandra Grannach
Sig Rumann
Felix Bressart
Alexander Granach
George Tobias
Dorothy Adams
Jo Gilbert
Peggy Moran
Marek Windheim
Alexander Schoenberg
Alexander Schonberg
Armand Kaliz
Wolfgang Zilzer
Tamara Shayne
William Irving
Elizabeth Williams
Paul Weigel
Harry Semels
Jody Gilbert
Florence Shirley
Ellinor Vanderveer
Sandra Morgan
Emily Cabanne
Symona Boniface
Monya Andre
Kay Stewart
Jenifer Gray
Lucille Pinson
Burgess Meredith
Betty Field
Lon Chaney Jr
Charles Bickford
Lon Chaney
Roman Bohnen
Bob Steele
Noah Beery Jr.
Granville Bates
Leigh Whipper
Leona Roberts
Helen Lynd
Barbara Pepper
Henrietta Kay
Silver Tip Baker
Eddie Dunn
Howard Mitchell
Whitney de Rhan
Baldwin Cooke
Charles Watt
Jack Lawrence
Carl Pitti
John Beach
John Wayne
Louise Platt
Berton Churchill
Tim Holt
Tom Tyler
Elvira Ríos
Marga Ann Deighton
Cornelius Keefe
Kent Odell
Walter McGrail
Brenda Sue Fowler
Louis Mason
Florence Lake
Joe Rickson
Vester Pegg
Yakima Canutt
William Hopper
Bryant Washburn
Nora Cecil
Helen Gibson
Dorothy Appleby
Buddy Roosevelt
Bill Cody
Duke R. Lee
Mary Kathleen Walker
Ed Brady
Franklyn Farnum
Jim Mason
Merrill McCormack
Artie Ortego
Steve Clemente
Theodore Lorch
Leonard Trainor
Chris Phillips
Tex Driscoll
Patrick Wayne
Ted Billings
Al Lee
Hank Worden
John Eckert
Jack Mohr
Franklin Farnum
Patsy Doyle
Wiggie Blowne
Margaret Smith
Si Jenks
Many Mules
Judy Garland
Bert Lahr
Margaret Hamilton
Pat Walshe
Lee Murray
The Singer Midgets
George Ministeri
Harry Monty
Jerry Maren
Yvonne Moray
Billy Bletcher
Adriana Caselotti
Pinto Colvig
Billy Curtis
Major Doyle
Daisy Earles
Harry Earles
Buddy Ebsen
Lois January
Walter Miller
Frank Packard
Lillian Porter
Jimmy Rosen
Oliver Smith
Terry
Carol Tevis
Gus Wayne
Abe Dinovitch
Clarence Swensen
Mickey Carroll
The Munchkins
Meinhardt Raabe
Karl Slover
Laurence Olivier
Flora Robson
Hugh Williams
Cecil Humphreys
Sarita Wooten
Rex Downing
Cecil Kellaway
Romaine Callender
Helena Grant
Mme. Alice Ehlers
Susanne Leach
Tommy Martin
Schuyler Standish
William Stelling
Mme. Alice Ahlers
Frank Benson
Sam Harris
Jeffrey Lynn
Barbara ONeil
Virginia Weidler
Walter Hampden
George Coulouris
June Lockhart
Fritz Lieber
Richard Nichols
Sibyl Harris
Janet Beecher
Ann E. Todd
Henry Daniell
Ian Keith
Ann Todd
Edward Fielding
Ann Gillis
Mary Anderson
Peggy Stewart
Georgia Caine
Claire Du Brey
Cora Sue Collins
Madge Crane
Betty Jane Graham
Betty Jean Hainey
Anne Howard
Laraine Day
George Sanders
Herbert Marshall
Edmund Gwenn
Albert Basserman
Robert Benchley
Eduardo Ciannelli
Martin Kosleck
Eddie Conrad
Charles Wagenheim
Albert Bassermann
Frances Carson
Sam Adams
Dorothy Vaughan
Betty Bradley
Mary Young
Jackie McGee
Henry Blair
Rebecca Bohannen
Barry Bernard
Hilda Plowright
Gertrude W. Hoffman
Ted Offenbecker
June Novak
Roy Gordon
Bert White
Jack Voglin
John Meredith
George Cathrey
Frederick Sewall
Emory Parnell
James Finlayson
Hermina Milar
Loulette Sablon
Douglas Gordon
Paul Sutton
Robert C. Fischer
Jack Dawson
Ken Christy
Horace B. Carpenter
Thomas Mizer
June Heiden
Hans Von Morhart
George B. French
John George
Gwendolen Logan
Harry Depp
Ted Mapes
Meeka Aldrich
Willy Castello
Bill Gavier
Jane Novak
Ernie Stanton
Donald Stuart
Helena Phillips Evans
Barbara Boudwin
Louis Borell
Elspeth Dudgeon
William Yetter Jr.
Gwendolyn Logan
Raymond Severn
George Offerman
Lawrence Osman
Richard Hammond
Joe OBrien
Billy Bester
Billy Horn
Ronald Brown
Louise Brien
Jack Alfred
George Offerman Jr.
Alfred Hitchcock
Wheaton Chambers
Henry Fonda
Jane Darwell
Dorris Bowdon
Doris Bowden
O.Z. Whitehead
John Qualen
Eddie Quillen
Darryl Hickman
Shirley Mills
Frank Faylen
Harry Tyler
John Arledge
Hollis Jewell
Paul Guilfoyle
William Pawley
Ben Hall
Eddy Waller
David Hughes
Herbert Heywood
Cliff Clark
Adrian Morris
Kitty McHugh
Georgia Simmons
George OHara
Dick Rich
Thornton Edwards
Robert Buddy Shaw
Ted Oliver
Gloria Roy
Norman Willis
Rex Lease
Trevor Bardette
David Hilary Hughes
William Haade
Peggy Ryan
Mae Marsh
Shirley Muggsy Coates
Charles Chaplin
Paulette Goddard
Jack Oakie
Reginald Gardiner
Carter DeHaven Sr.
Bernard Gorcey
Chester Conklin
Esther Michelson
Florence Wright
Eddie Gribbon
Rudolph Anders
Nita Pike
Peter George Lynn
Carter DeHaven
Henry Bergman
James Craig
Gladys Cooper
Mary Treen
K.T. Stevens
Kay Linaker
Florence Bates
Hattie Noel
Frank Milan
Renee Godfrey
Charles Quigley
Howard Entwistle
Billy Elmer
Walter Sande
Ray Teal
Joey Ray
Mel Ruick
Doodles Weaver
Max Davidson
Charles Miller
Mimi Doyle
Joseph E. Bernard
Tom Herbert
